region,year,category,mode,powertrain,ev_sales,ev_sales_yoy_growth,ev_stock,ev_stock_yoy_growth,total_stations,total_stations_yoy_growth
Rest of the world,2019,Historical,Cars,EV,,,,,,
Rest of the world,2020,Historical,Cars,EV,,,,,,
Rest of the world,2021,Historical,Cars,EV,,,,,,
Rest of the world,2022,Historical,Cars,EV,,,,,,
Rest of the world,2023,Historical,Cars,EV,,,,,,
Rest of the world,2010,Historical,Trucks,EV,,,,,,
Rest of the world,2011,Historical,Trucks,EV,,,,,,
Rest of the world,2012,Historical,Trucks,EV,,,,,,
Rest of the world,2013,Historical,Trucks,EV,,,,,,
Rest of the world,2014,Historical,Trucks,EV,,,,,,
Rest of the world,2015,Historical,Trucks,EV,,,,,,
Rest of the world,2016,Historical,Trucks,EV,,,,,,
Rest of the world,2017,Historical,Trucks,EV,,,,,,
Rest of the world,2018,Historical,Trucks,EV,,,,,,
Rest of the world,2019,Historical,Trucks,EV,,,,,,
Rest of the world,2020,Historical,Trucks,EV,,,,,,
Rest of the world,2021,Historical,Trucks,EV,,,,,,
Rest of the world,2022,Historical,Trucks,EV,,,,,,
Rest of the world,2023,Historical,Trucks,EV,,,,,,
Rest of the world,2011,Historical,Vans,EV,,,,,,
Rest of the world,2012,Historical,Vans,EV,,,,,,
Rest of the world,2013,Historical,Vans,EV,,,,,,
Rest of the world,2014,Historical,Vans,EV,,,,,,
Rest of the world,2015,Historical,Vans,EV,,,,,,
Rest of the world,2016,Historical,Vans,EV,,,,,,
Rest of the world,2017,Historical,Vans,EV,,,,,,
Rest of the world,2018,Historical,Vans,EV,,,,,,
Rest of the world,2019,Historical,Vans,EV,,,,,,
Rest of the world,2020,Historical,Vans,EV,,,,,,
Rest of the world,2021,Historical,Vans,EV,,,,,,
Rest of the world,2022,Historical,Vans,EV,,,,,,
Rest of the world,2023,Historical,Vans,EV,,,,,,
Romania,2015,Historical,Cars,EV,,,,,,
Romania,2016,Historical,Cars,EV,,,,,,
Romania,2017,Historical,Cars,EV,,,,,,
Romania,2018,Historical,Cars,EV,,,,,,
Romania,2019,Historical,Cars,EV,,,,,,
Romania,2020,Historical,Cars,EV,,,,,,
Romania,2021,Historical,Cars,EV,,,,,,
Romania,2022,Historical,Cars,EV,,,,,,
Romania,2023,Historical,Cars,EV,,,,,,
Seychelles,2015,Historical,Cars,EV,,,,,,
Seychelles,2016,Historical,Cars,EV,,,,,,
Seychelles,2017,Historical,Cars,EV,,,,,,
Seychelles,2018,Historical,Cars,EV,,,,,,
Seychelles,2019,Historical,Cars,EV,,,,,,
Seychelles,2020,Historical,Cars,EV,,,,,,
Seychelles,2021,Historical,Cars,EV,,,,,,
Seychelles,2022,Historical,Cars,EV,,,,,,
Seychelles,2023,Historical,Cars,EV,,,,,,
Slovakia,2015,Historical,Cars,EV,,,,,,
Slovakia,2016,Historical,Cars,EV,,,,,,
Slovakia,2017,Historical,Cars,EV,,,,,,
Slovakia,2018,Historical,Cars,EV,,,,,,
Slovakia,2019,Historical,Cars,EV,,,,,,
Slovakia,2020,Historical,Cars,EV,,,,,,
Slovakia,2021,Historical,Cars,EV,,,,,,
Slovakia,2022,Historical,Cars,EV,,,,,,
Slovakia,2023,Historical,Cars,EV,,,,,,
Slovenia,2016,Historical,Cars,EV,,,,,,
Slovenia,2017,Historical,Cars,EV,,,,,,
Slovenia,2018,Historical,Cars,EV,,,,,,
Slovenia,2019,Historical,Cars,EV,,,,,,
Slovenia,2020,Historical,Cars,EV,,,,,,
Slovenia,2021,Historical,Cars,EV,,,,,,
Slovenia,2022,Historical,Cars,EV,,,,,,
Slovenia,2023,Historical,Cars,EV,,,,,,
South Africa,2013,Historical,Cars,EV,,,,,,
South Africa,2014,Historical,Cars,EV,,,,,,
South Africa,2015,Historical,Cars,EV,,,,,,
South Africa,2016,Historical,Cars,EV,,,,,,
South Africa,2017,Historical,Cars,EV,,,,,,
South Africa,2018,Historical,Cars,EV,,,,,,
South Africa,2019,Historical,Cars,EV,,,,,,
South Africa,2020,Historical,Cars,EV,,,,,,
South Africa,2021,Historical,Cars,EV,,,,,,
South Africa,2022,Historical,Cars,EV,,,,,,
South Africa,2023,Historical,Cars,EV,,,,,,
Spain,2014,Historical,Buses,EV,,,,,,
Spain,2015,Historical,Buses,EV,,,,,,
Spain,2016,Historical,Buses,EV,,,,,,
Spain,2017,Historical,Buses,EV,,,,,,
Spain,2018,Historical,Buses,EV,,,,,,
Spain,2019,Historical,Buses,EV,,,,,,
Spain,2020,Historical,Buses,EV,,,,,,
Spain,2021,Historical,Buses,EV,,,,,,
Spain,2022,Historical,Buses,EV,,,,,,
Spain,2023,Historical,Buses,EV,,,,,,
Spain,2010,Historical,Cars,EV,,,,,,
Spain,2011,Historical,Cars,EV,,,,,,
Spain,2012,Historical,Cars,EV,,,,,,
Spain,2013,Historical,Cars,EV,,,,,,
Spain,2014,Historical,Cars,EV,,,,,,
Spain,2015,Historical,Cars,EV,,,,,,
Spain,2016,Historical,Cars,EV,,,,,,
Spain,2017,Historical,Cars,EV,,,,,,
Spain,2018,Historical,Cars,EV,,,,,,
Spain,2019,Historical,Cars,EV,,,,,,
Spain,2020,Historical,Cars,EV,,,,,,
Spain,2021,Historical,Cars,EV,,,,,,
Spain,2022,Historical,Cars,EV,,,,,,
Spain,2023,Historical,Cars,EV,,,,,,
Spain,2016,Historical,Trucks,EV,,,,,,
Spain,2017,Historical,Trucks,EV,,,,,,
Spain,2019,Historical,Trucks,EV,,,,,,
Spain,2020,Historical,Trucks,EV,,,,,,
Spain,2021,Historical,Trucks,EV,,,,,,
Spain,2022,Historical,Trucks,EV,,,,,,
Spain,2023,Historical,Trucks,EV,,,,,,
Spain,2011,Historical,Vans,EV,,,,,,
Spain,2012,Historical,Vans,EV,,,,,,
Spain,2013,Historical,Vans,EV,,,,,,
Spain,2014,Historical,Vans,EV,,,,,,
Spain,2015,Historical,Vans,EV,,,,,,
Spain,2016,Historical,Vans,EV,,,,,,
Spain,2017,Historical,Vans,EV,,,,,,
Spain,2018,Historical,Vans,EV,,,,,,
Spain,2019,Historical,Vans,EV,,,,,,
Spain,2020,Historical,Vans,EV,,,,,,
Spain,2021,Historical,Vans,EV,,,,,,
Spain,2022,Historical,Vans,EV,,,,,,
Spain,2023,Historical,Vans,EV,,,,,,
Sweden,2012,Historical,Buses,EV,,,,,,
Sweden,2013,Historical,Buses,EV,,,,,,
Sweden,2014,Historical,Buses,EV,,,,,,
Sweden,2015,Historical,Buses,EV,,,,,,
Sweden,2016,Historical,Buses,EV,,,,,,
Sweden,2017,Historical,Buses,EV,,,,,,
Sweden,2018,Historical,Buses,EV,,,,,,
Sweden,2019,Historical,Buses,EV,,,,,,
Sweden,2020,Historical,Buses,EV,,,,,,
Sweden,2021,Historical,Buses,EV,,,,,,
Sweden,2022,Historical,Buses,EV,,,,,,
Sweden,2023,Historical,Buses,EV,,,,,,
Sweden,2010,Historical,Cars,EV,,,,,,
Sweden,2011,Historical,Cars,EV,,,,,,
Sweden,2012,Historical,Cars,EV,,,,,,
Sweden,2013,Historical,Cars,EV,,,,,,
Sweden,2014,Historical,Cars,EV,,,,,,
Sweden,2015,Historical,Cars,EV,,,,,,
Sweden,2016,Historical,Cars,EV,,,,,,
Sweden,2017,Historical,Cars,EV,,,,,,
Sweden,2018,Historical,Cars,EV,,,,,,
Sweden,2019,Historical,Cars,EV,,,,,,
Sweden,2020,Historical,Cars,EV,,,,,,
Sweden,2021,Historical,Cars,EV,,,,,,
Sweden,2022,Historical,Cars,EV,,,,,,
Sweden,2023,Historical,Cars,EV,,,,,,
Sweden,2017,Historical,Trucks,EV,,,,,,
Sweden,2018,Historical,Trucks,EV,,,,,,
Sweden,2019,Historical,Trucks,EV,,,,,,
Sweden,2020,Historical,Trucks,EV,,,,,,
Sweden,2021,Historical,Trucks,EV,,,,,,
Sweden,2022,Historical,Trucks,EV,,,,,,
Sweden,2023,Historical,Trucks,EV,,,,,,
Sweden,2011,Historical,Vans,EV,,,,,,
Sweden,2012,Historical,Vans,EV,,,,,,
Sweden,2013,Historical,Vans,EV,,,,,,
Sweden,2014,Historical,Vans,EV,,,,,,
Sweden,2015,Historical,Vans,EV,,,,,,
Sweden,2016,Historical,Vans,EV,,,,,,
Sweden,2017,Historical,Vans,EV,,,,,,
Sweden,2018,Historical,Vans,EV,,,,,,
Sweden,2019,Historical,Vans,EV,,,,,,
Sweden,2020,Historical,Vans,EV,,,,,,
Sweden,2021,Historical,Vans,EV,,,,,,
Sweden,2022,Historical,Vans,EV,,,,,,
Sweden,2023,Historical,Vans,EV,,,,,,
Switzerland,2015,Historical,Buses,EV,,,,,,
Switzerland,2016,Historical,Buses,EV,,,,,,
Switzerland,2017,Historical,Buses,EV,,,,,,
Switzerland,2018,Historical,Buses,EV,,,,,,
Switzerland,2019,Historical,Buses,EV,,,,,,
Switzerland,2020,Historical,Buses,EV,,,,,,
Switzerland,2021,Historical,Buses,EV,,,,,,
Switzerland,2022,Historical,Buses,EV,,,,,,
Switzerland,2023,Historical,Buses,EV,,,,,,
Switzerland,2011,Historical,Cars,EV,,,,,,
Switzerland,2012,Historical,Cars,EV,,,,,,
Switzerland,2013,Historical,Cars,EV,,,,,,
Switzerland,2014,Historical,Cars,EV,,,,,,
Switzerland,2015,Historical,Cars,EV,,,,,,
Switzerland,2016,Historical,Cars,EV,,,,,,
Switzerland,2017,Historical,Cars,EV,,,,,,
Switzerland,2018,Historical,Cars,EV,,,,,,
Switzerland,2019,Historical,Cars,EV,,,,,,
Switzerland,2020,Historical,Cars,EV,,,,,,
Switzerland,2021,Historical,Cars,EV,,,,,,
Switzerland,2022,Historical,Cars,EV,,,,,,
Switzerland,2023,Historical,Cars,EV,,,,,,
Switzerland,2019,Historical,Trucks,EV,,,,,,
Switzerland,2020,Historical,Trucks,EV,,,,,,
Switzerland,2021,Historical,Trucks,EV,,,,,,
Switzerland,2022,Historical,Trucks,EV,,,,,,
Switzerland,2023,Historical,Trucks,EV,,,,,,
Switzerland,2012,Historical,Vans,EV,,,,,,
Switzerland,2013,Historical,Vans,EV,,,,,,
Switzerland,2014,Historical,Vans,EV,,,,,,
Switzerland,2015,Historical,Vans,EV,,,,,,
Switzerland,2016,Historical,Vans,EV,,,,,,
Switzerland,2017,Historical,Vans,EV,,,,,,
Switzerland,2018,Historical,Vans,EV,,,,,,
Switzerland,2019,Historical,Vans,EV,,,,,,
Switzerland,2020,Historical,Vans,EV,,,,,,
Switzerland,2021,Historical,Vans,EV,,,,,,
Switzerland,2022,Historical,Vans,EV,,,,,,
Switzerland,2023,Historical,Vans,EV,,,,,,
Turkiye,2012,Historical,Cars,EV,,,,,,
Turkiye,2013,Historical,Cars,EV,,,,,,
Turkiye,2014,Historical,Cars,EV,,,,,,
Turkiye,2015,Historical,Cars,EV,,,,,,
Turkiye,2016,Historical,Cars,EV,,,,,,
Turkiye,2017,Historical,Cars,EV,,,,,,
Turkiye,2018,Historical,Cars,EV,,,,,,
Turkiye,2019,Historical,Cars,EV,,,,,,
Turkiye,2020,Historical,Cars,EV,,,,,,
Turkiye,2021,Historical,Cars,EV,,,,,,
Turkiye,2022,Historical,Cars,EV,,,,,,
Turkiye,2023,Historical,Cars,EV,,,,,,
USA,2011,Historical,Buses,EV,,,,,,
USA,2012,Historical,Buses,EV,,,,,,
USA,2013,Historical,Buses,EV,,,,,,
USA,2014,Historical,Buses,EV,,,,,,
USA,2015,Historical,Buses,EV,,,,,,
USA,2016,Historical,Buses,EV,,,,,,
USA,2017,Historical,Buses,EV,,,,,,
USA,2018,Historical,Buses,EV,,,,,,
USA,2019,Historical,Buses,EV,,,,,,
USA,2020,Historical,Buses,EV,,,,,,
USA,2021,Historical,Buses,EV,,,,,,
USA,2022,Historical,Buses,EV,,,,,,
USA,2023,Historical,Buses,EV,,,,,,
USA,2010,Historical,Cars,EV,,,,,,
USA,2011,Historical,Cars,EV,,,,,,
USA,2012,Historical,Cars,EV,,,,,,
USA,2013,Historical,Cars,EV,,,,,,
USA,2014,Historical,Cars,EV,,,,,,
USA,2015,Historical,Cars,EV,,,,,,
USA,2016,Historical,Cars,EV,,,,,,
USA,2017,Historical,Cars,EV,,,,,,
USA,2018,Historical,Cars,EV,,,,,,
USA,2019,Historical,Cars,EV,,,,,,
USA,2020,Historical,Cars,EV,,,,,,
USA,2021,Historical,Cars,EV,,,,,,
USA,2022,Historical,Cars,EV,,,,,,
USA,2023,Historical,Cars,EV,,,,,,
United Arab Emirates,2018,Historical,Cars,EV,,,,,,
United Arab Emirates,2019,Historical,Cars,EV,,,,,,
United Arab Emirates,2020,Historical,Cars,EV,,,,,,
United Arab Emirates,2021,Historical,Cars,EV,,,,,,
United Arab Emirates,2022,Historical,Cars,EV,,,,,,
United Arab Emirates,2023,Historical,Cars,EV,,,,,,
United Kingdom,2010,Historical,Buses,EV,,,,,,
United Kingdom,2011,Historical,Buses,EV,,,,,,
United Kingdom,2012,Historical,Buses,EV,,,,,,
United Kingdom,2013,Historical,Buses,EV,,,,,,
United Kingdom,2014,Historical,Buses,EV,,,,,,
United Kingdom,2015,Historical,Buses,EV,,,,,,
United Kingdom,2016,Historical,Buses,EV,,,,,,
United Kingdom,2017,Historical,Buses,EV,,,,,,
United Kingdom,2018,Historical,Buses,EV,,,,,,
United Kingdom,2019,Historical,Buses,EV,,,,,,
United Kingdom,2020,Historical,Buses,EV,,,,,,
United Kingdom,2021,Historical,Buses,EV,,,,,,
United Kingdom,2022,Historical,Buses,EV,,,,,,
United Kingdom,2023,Historical,Buses,EV,,,,,,
United Kingdom,2010,Historical,Cars,EV,,,,,,
United Kingdom,2011,Historical,Cars,EV,,,,,,
United Kingdom,2012,Historical,Cars,EV,,,,,,
United Kingdom,2013,Historical,Cars,EV,,,,,,
United Kingdom,2014,Historical,Cars,EV,,,,,,
United Kingdom,2015,Historical,Cars,EV,,,,,,
United Kingdom,2016,Historical,Cars,EV,,,,,,
United Kingdom,2017,Historical,Cars,EV,,,,,,
United Kingdom,2018,Historical,Cars,EV,,,,,,
United Kingdom,2019,Historical,Cars,EV,,,,,,
United Kingdom,2020,Historical,Cars,EV,,,,,,
United Kingdom,2021,Historical,Cars,EV,,,,,,
United Kingdom,2022,Historical,Cars,EV,,,,,,
United Kingdom,2023,Historical,Cars,EV,,,,,,
United Kingdom,2010,Historical,Trucks,EV,,,,,,
United Kingdom,2011,Historical,Trucks,EV,,,,,,
United Kingdom,2012,Historical,Trucks,EV,,,,,,
United Kingdom,2013,Historical,Trucks,EV,,,,,,
United Kingdom,2014,Historical,Trucks,EV,,,,,,
United Kingdom,2015,Historical,Trucks,EV,,,,,,
United Kingdom,2016,Historical,Trucks,EV,,,,,,
United Kingdom,2017,Historical,Trucks,EV,,,,,,
United Kingdom,2018,Historical,Trucks,EV,,,,,,
United Kingdom,2019,Historical,Trucks,EV,,,,,,
United Kingdom,2020,Historical,Trucks,EV,,,,,,
United Kingdom,2021,Historical,Trucks,EV,,,,,,
United Kingdom,2022,Historical,Trucks,EV,,,,,,
United Kingdom,2023,Historical,Trucks,EV,,,,,,
United Kingdom,2010,Historical,Vans,EV,,,,,,
United Kingdom,2011,Historical,Vans,EV,,,,,,
United Kingdom,2012,Historical,Vans,EV,,,,,,
United Kingdom,2013,Historical,Vans,EV,,,,,,
United Kingdom,2014,Historical,Vans,EV,,,,,,
United Kingdom,2015,Historical,Vans,EV,,,,,,
United Kingdom,2016,Historical,Vans,EV,,,,,,
United Kingdom,2017,Historical,Vans,EV,,,,,,
United Kingdom,2018,Historical,Vans,EV,,,,,,
United Kingdom,2019,Historical,Vans,EV,,,,,,
United Kingdom,2020,Historical,Vans,EV,,,,,,
United Kingdom,2021,Historical,Vans,EV,,,,,,
United Kingdom,2022,Historical,Vans,EV,,,,,,
United Kingdom,2023,Historical,Vans,EV,,,,,,
World,2010,Historical,Buses,EV,,,,,,
World,2011,Historical,Buses,EV,,,,,,
World,2012,Historical,Buses,EV,,,,,,
World,2013,Historical,Buses,EV,,,,,,
World,2014,Historical,Buses,EV,,,,,,
World,2015,Historical,Buses,EV,,,,,,
World,2016,Historical,Buses,EV,,,,,,
World,2017,Historical,Buses,EV,,,,,,
World,2018,Historical,Buses,EV,,,,,,
World,2019,Historical,Buses,EV,,,,,,
World,2020,Historical,Buses,EV,,,,,,
World,2021,Historical,Buses,EV,,,,,,
World,2022,Historical,Buses,EV,,,,,,
World,2023,Historical,Buses,EV,,,,,,
World,2010,Historical,Cars,EV,,,,,,
World,2011,Historical,Cars,EV,,,,,,
World,2012,Historical,Cars,EV,,,,,,
World,2013,Historical,Cars,EV,,,,,,
World,2014,Historical,Cars,EV,,,,,,
World,2015,Historical,Cars,EV,,,,,,
World,2016,Historical,Cars,EV,,,,,,
World,2017,Historical,Cars,EV,,,,,,
World,2018,Historical,Cars,EV,,,,,,
World,2019,Historical,Cars,EV,,,,,,
World,2020,Historical,Cars,EV,,,,,,
World,2021,Historical,Cars,EV,,,,,,
World,2022,Historical,Cars,EV,,,,,,
World,2023,Historical,Cars,EV,,,,,,
World,2010,Historical,Trucks,EV,,,,,,
World,2011,Historical,Trucks,EV,,,,,,
World,2012,Historical,Trucks,EV,,,,,,
World,2013,Historical,Trucks,EV,,,,,,
World,2014,Historical,Trucks,EV,,,,,,
World,2015,Historical,Trucks,EV,,,,,,
World,2016,Historical,Trucks,EV,,,,,,
World,2017,Historical,Trucks,EV,,,,,,
World,2018,Historical,Trucks,EV,,,,,,
World,2019,Historical,Trucks,EV,,,,,,
World,2020,Historical,Trucks,EV,,,,,,
World,2021,Historical,Trucks,EV,,,,,,
World,2022,Historical,Trucks,EV,,,,,,
World,2023,Historical,Trucks,EV,,,,,,
World,2010,Historical,Vans,EV,,,,,,
World,2011,Historical,Vans,EV,,,,,,
World,2012,Historical,Vans,EV,,,,,,
World,2013,Historical,Vans,EV,,,,,,
World,2014,Historical,Vans,EV,,,,,,
World,2015,Historical,Vans,EV,,,,,,
World,2016,Historical,Vans,EV,,,,,,
World,2017,Historical,Vans,EV,,,,,,
World,2018,Historical,Vans,EV,,,,,,
World,2019,Historical,Vans,EV,,,,,,
World,2020,Historical,Vans,EV,,,,,,
World,2021,Historical,Vans,EV,,,,,,
World,2022,Historical,Vans,EV,,,,,,
World,2023,Historical,Vans,EV,,,,,,
