region,category,parameter,mode,powertrain,unit,value,fill_method,year
United Kingdom,Historical,EV stock,Buses,BEV,Vehicles,5000.0,forward_fill,2024
United Kingdom,Historical,EV sales,Buses,BEV,Vehicles,3840.909090909091,forward_fill,2024
United Kingdom,Historical,EV sales,Cars,PHEV,Vehicles,196000.0,forward_fill,2024
United Kingdom,Historical,EV stock,Cars,BEV,Vehicles,1746181.8181818181,forward_fill,2024
United Kingdom,Historical,EV sales,Cars,FCEV,Vehicles,62.5,forward_fill,2024
United Kingdom,Historical,EV stock,Vans,PHEV,Vehicles,3114.8148148148143,forward_fill,2024
United Kingdom,Historical,EV sales,Cars,BEV,Vehicles,355925.9259259259,forward_fill,2024
United Kingdom,Historical,EV sales,Vans,PHEV,Vehicles,77.0,forward_fill,2024
United Kingdom,Historical,EV stock,Cars,FCEV,Vehicles,355.7894736842105,forward_fill,2024
United Kingdom,Historical,EV stock,Cars,PHEV,Vehicles,900000.0,forward_fill,2024
United Kingdom,Historical,EV sales,Trucks,BEV,Vehicles,3843.1372549019607,forward_fill,2024
United Kingdom,Historical,EV stock,Trucks,BEV,Vehicles,5568.421052631579,forward_fill,2024
United Kingdom,Historical,EV sales,Buses,FCEV,Vehicles,30.099999999999998,forward_fill,2024
United Kingdom,Historical,EV stock,Buses,FCEV,Vehicles,875.6756756756757,forward_fill,2024
United Kingdom,Historical,EV stock,Buses,PHEV,Vehicles,220.0,forward_fill,2024
United Kingdom,Historical,EV stock,Vans,BEV,Vehicles,118564.10256410256,forward_fill,2024
United Kingdom,Historical,EV sales,Vans,BEV,Vehicles,28470.58823529412,forward_fill,2024
USA,Historical,EV sales share,Cars,EV,percent,12.19594578877081,forward_fill,2024
USA,Historical,EV stock share,Buses,EV,percent,1.0992208463302435,forward_fill,2024
USA,Historical,EV stock share,Cars,EV,percent,3.3923075086266503,forward_fill,2024
USA,Historical,EV sales share,Buses,EV,percent,0.5389999866485597,forward_fill,2024
USA,Historical,EV charging points,EV,Publicly available fast,charging points,66035.71428571428,forward_fill,2024
USA,Historical,EV charging points,EV,Publicly available slow,charging points,196000.0,forward_fill,2024
USA,Historical,Electricity demand,Buses,EV,GWh,600.7142857142857,forward_fill,2024
USA,Historical,Electricity demand,Cars,EV,GWh,67222.22222222222,forward_fill,2024
USA,Historical,EV stock,Buses,PHEV,Vehicles,550.0,forward_fill,2024
USA,Historical,EV stock,Cars,BEV,Vehicles,5833333.333333333,forward_fill,2024
USA,Historical,EV sales,Cars,BEV,Vehicles,1512500.0,forward_fill,2024
USA,Historical,EV stock,Cars,PHEV,Vehicles,1857142.8571428573,forward_fill,2024
USA,Historical,EV sales,Cars,FCEV,Vehicles,3333.3333333333335,forward_fill,2024
USA,Historical,EV stock,Cars,FCEV,Vehicles,21600.0,forward_fill,2024
USA,Historical,EV sales,Cars,PHEV,Vehicles,442631.57894736837,forward_fill,2024
USA,Historical,"Oil displacement, million lge",Buses,EV,"Oil displacement, million lge",64.01612903225806,forward_fill,2024
USA,Historical,"Oil displacement, million lge",Cars,EV,"Oil displacement, million lge",15175.806451612903,forward_fill,2024
USA,Historical,Oil displacement Mbd,Buses,EV,Milion barrels per day,0.00109999999404,forward_fill,2024
USA,Historical,Oil displacement Mbd,Cars,EV,Milion barrels per day,0.2627272796778619,forward_fill,2024
USA,Historical,EV sales,Buses,BEV,Vehicles,525.0,forward_fill,2024
USA,Historical,EV stock,Buses,BEV,Vehicles,7804.918032786884,forward_fill,2024
USA,Historical,EV stock,Buses,FCEV,Vehicles,220.0,forward_fill,2024
World,Historical,EV sales,Buses,FCEV,Vehicles,1905.8823529411766,forward_fill,2024
World,Historical,EV stock,Buses,BEV,Vehicles,692622.9508196722,forward_fill,2024
World,Historical,EV stock,Buses,FCEV,Vehicles,11468.181818181818,forward_fill,2024
World,Historical,EV sales,Buses,BEV,Vehicles,39724.137931034486,forward_fill,2024
World,Historical,EV stock,Trucks,FCEV,Vehicles,17042.253521126764,forward_fill,2024
World,Historical,EV stock,Trucks,PHEV,Vehicles,1836.9565217391305,forward_fill,2024
World,Historical,EV sales,Trucks,PHEV,Vehicles,462.85714285714283,forward_fill,2024
World,Historical,EV stock share,Buses,EV,percent,3.927272575945903,forward_fill,2024
World,Historical,EV sales share,Vans,EV,percent,6.050000172108399,forward_fill,2024
World,Historical,EV stock,Cars,FCEV,Vehicles,76421.05263157895,forward_fill,2024
World,Historical,EV stock,Cars,PHEV,Vehicles,18000000.0,forward_fill,2024
World,Historical,EV sales,Cars,PHEV,Vehicles,6375862.068965518,forward_fill,2024
World,Historical,EV stock,Trucks,BEV,Vehicles,403333.3333333334,forward_fill,2024
World,Historical,EV sales,Trucks,BEV,Vehicles,72025.64102564103,forward_fill,2024
World,Historical,EV sales,Trucks,FCEV,Vehicles,4628.571428571428,forward_fill,2024
World,Historical,EV charging points,EV,Publicly available fast,charging points,2177777.777777778,forward_fill,2024
World,Historical,EV charging points,EV,Publicly available slow,charging points,3472222.222222222,forward_fill,2024
World,Historical,EV sales share,Buses,EV,percent,2.5289472445556727,forward_fill,2024
World,Historical,Electricity demand,Buses,EV,GWh,13000.0,forward_fill,2024
World,Historical,Electricity demand,Trucks,EV,GWh,10898.11320754717,forward_fill,2024
World,Historical,Electricity demand,Vans,EV,GWh,15479.310344827585,forward_fill,2024
World,Historical,Electricity demand,Cars,EV,GWh,213840.9090909091,forward_fill,2024
World,Historical,Oil displacement Mbd,Buses,EV,Milion barrels per day,0.05039999842643714,forward_fill,2024
World,Historical,Oil displacement Mbd,Trucks,EV,Milion barrels per day,0.05120000600815063,forward_fill,2024
World,Historical,Oil displacement Mbd,Vans,EV,Milion barrels per day,0.07055999704599437,forward_fill,2024
World,Historical,Oil displacement Mbd,Cars,EV,Milion barrels per day,1.260249905046077,forward_fill,2024
World,Historical,"Oil displacement, million lge",Buses,EV,"Oil displacement, million lge",2976.190476190476,forward_fill,2024
World,Historical,"Oil displacement, million lge",Trucks,EV,"Oil displacement, million lge",3008.3333333333335,forward_fill,2024
World,Historical,"Oil displacement, million lge",Vans,EV,"Oil displacement, million lge",4464.285714285714,forward_fill,2024
World,Historical,"Oil displacement, million lge",Cars,EV,"Oil displacement, million lge",73500.0,forward_fill,2024
World,Historical,EV stock,Cars,BEV,Vehicles,43555555.55555556,forward_fill,2024
World,Historical,EV sales,Cars,BEV,Vehicles,12363013.698630136,forward_fill,2024
World,Historical,EV sales,Cars,FCEV,Vehicles,6230.0,forward_fill,2024
World,Historical,EV sales,Vans,PHEV,Vehicles,5513.9240506329115,forward_fill,2024
World,Historical,EV stock,Vans,PHEV,Vehicles,20454.545454545456,forward_fill,2024
World,Historical,EV stock,Vans,FCEV,Vehicles,7876.923076923077,forward_fill,2024
World,Historical,EV sales,Vans,FCEV,Vehicles,4938.2716049382725,forward_fill,2024
World,Historical,EV stock,Vans,BEV,Vehicles,1898876.404494382,forward_fill,2024
World,Historical,EV sales,Vans,BEV,Vehicles,682580.6451612903,forward_fill,2024
World,Historical,EV stock,Buses,PHEV,Vehicles,40026.31578947369,forward_fill,2024
World,Historical,EV sales,Buses,PHEV,Vehicles,1633.3333333333335,forward_fill,2024
World,Historical,EV stock share,Trucks,EV,percent,0.43200001716613823,forward_fill,2024
World,Historical,EV sales share,Trucks,EV,percent,1.119054104134148,forward_fill,2024
World,Historical,EV stock share,Cars,EV,percent,4.8761908429550465,forward_fill,2024
World,Historical,EV sales share,Cars,EV,percent,23.14285714285714,forward_fill,2024
World,Historical,EV stock share,Vans,EV,percent,1.2041666863693135,forward_fill,2024
