region,category,parameter,mode,powertrain,unit,value,fill_method,year
China,Projection-STEPS,EV sales,Trucks,PHEV,Vehicles,1560.0,interpolation,2024
China,Projection-STEPS,EV stock,Trucks,PHEV,Vehicles,5400.0,interpolation,2024
China,Projection-STEPS,EV stock,Cars,FCEV,Vehicles,4380.0,interpolation,2024
China,Projection-STEPS,EV stock,Trucks,FCEV,Vehicles,17500.0,interpolation,2024
China,Projection-STEPS,EV sales,Trucks,FCEV,Vehicles,6200.0,interpolation,2024
China,Projection-STEPS,EV stock,Trucks,BEV,Vehicles,410000.0,interpolation,2024
China,Projection-STEPS,EV sales,Trucks,BEV,Vehicles,104000.0,interpolation,2024
China,Projection-STEPS,EV stock,Cars,PHEV,Vehicles,8900000.0,interpolation,2024
China,Projection-STEPS,EV sales,Cars,PHEV,Vehicles,3050000.0,interpolation,2024
China,Projection-STEPS,EV sales,Cars,FCEV,Vehicles,4260.0,interpolation,2024
China,Projection-STEPS,EV stock,Cars,BEV,Vehicles,23000000.0,interpolation,2024
China,Projection-STEPS,EV sales,Cars,BEV,Vehicles,6500000.0,interpolation,2024
China,Projection-STEPS,EV stock,Vans,PHEV,Vehicles,15850.0,interpolation,2024
China,Projection-STEPS,EV stock,Vans,BEV,Vehicles,940000.0,interpolation,2024
China,Projection-STEPS,EV sales,Vans,FCEV,Vehicles,5650.0,interpolation,2024
China,Projection-STEPS,EV stock,Vans,FCEV,Vehicles,9350.0,interpolation,2024
China,Projection-STEPS,EV sales,Vans,BEV,Vehicles,315000.0,interpolation,2024
China,Projection-STEPS,EV stock,Buses,PHEV,Vehicles,36000.0,interpolation,2024
China,Projection-STEPS,EV sales,Buses,PHEV,Vehicles,790.0,interpolation,2024
China,Projection-STEPS,EV stock,Buses,FCEV,Vehicles,12800.0,interpolation,2024
China,Projection-STEPS,EV sales,Buses,FCEV,Vehicles,4100.0,interpolation,2024
China,Projection-STEPS,EV stock,Buses,BEV,Vehicles,730000.0,interpolation,2024
China,Projection-STEPS,EV sales,Buses,BEV,Vehicles,109500.0,interpolation,2024
China,Projection-STEPS,EV stock share,Trucks,EV,percent,1.5,interpolation,2024
China,Projection-STEPS,EV sales share,Trucks,EV,percent,5.39999997615814,interpolation,2024
China,Projection-STEPS,EV stock share,Cars,EV,percent,10.799999952316284,interpolation,2024
China,Projection-STEPS,EV sales share,Cars,EV,percent,43.5,interpolation,2024
China,Projection-STEPS,EV stock share,Vans,EV,percent,4.799999952316285,interpolation,2024
China,Projection-STEPS,EV sales share,Vans,EV,percent,18.5,interpolation,2024
China,Projection-STEPS,EV stock share,Buses,EV,percent,28.5,interpolation,2024
China,Projection-STEPS,EV sales share,Buses,EV,percent,50.0,interpolation,2024
China,Projection-APS,EV charging points,EV,Publicly available fast,charging points,1650000.0,interpolation,2024
China,Projection-APS,EV charging points,EV,Publicly available slow,charging points,2050000.0,interpolation,2024
China,Projection-APS,EV stock share,Trucks,EV,percent,1.5,interpolation,2024
China,Projection-APS,EV sales share,Trucks,EV,percent,5.39999997615814,interpolation,2024
China,Projection-APS,EV stock share,Cars,EV,percent,10.799999952316284,interpolation,2024
China,Projection-APS,EV sales share,Cars,EV,percent,43.5,interpolation,2024
China,Projection-APS,EV stock share,Vans,EV,percent,4.799999952316285,interpolation,2024
China,Projection-APS,EV sales share,Vans,EV,percent,18.5,interpolation,2024
China,Projection-APS,EV stock,Cars,FCEV,Vehicles,14880.0,interpolation,2024
China,Projection-APS,EV sales,Cars,FCEV,Vehicles,13760.0,interpolation,2024
China,Projection-APS,EV stock,Cars,BEV,Vehicles,23500000.0,interpolation,2024
China,Projection-APS,EV sales,Cars,BEV,Vehicles,6850000.0,interpolation,2024
China,Projection-APS,EV stock,Vans,PHEV,Vehicles,14850.0,interpolation,2024
China,Projection-APS,EV sales,Vans,FCEV,Vehicles,5350.0,interpolation,2024
China,Projection-APS,EV stock,Vans,FCEV,Vehicles,9350.0,interpolation,2024
China,Projection-APS,EV stock,Vans,BEV,Vehicles,940000.0,interpolation,2024
China,Projection-APS,EV sales,Vans,BEV,Vehicles,305000.0,interpolation,2024
China,Projection-APS,EV stock,Buses,PHEV,Vehicles,36000.0,interpolation,2024
China,Projection-APS,EV sales,Buses,PHEV,Vehicles,790.0,interpolation,2024
China,Projection-APS,EV stock,Buses,FCEV,Vehicles,12800.0,interpolation,2024
China,Projection-APS,EV sales,Buses,FCEV,Vehicles,4100.0,interpolation,2024
China,Projection-APS,EV stock,Buses,BEV,Vehicles,730000.0,interpolation,2024
China,Projection-APS,EV sales,Buses,BEV,Vehicles,109500.0,interpolation,2024
China,Projection-STEPS,EV charging points,EV,Publicly available fast,charging points,1650000.0,interpolation,2024
China,Projection-STEPS,EV charging points,EV,Publicly available slow,charging points,2050000.0,interpolation,2024
China,Projection-APS,Electricity demand,Buses,EV,GWh,13350.0,interpolation,2024
China,Projection-APS,Electricity demand,Trucks,EV,GWh,7450.0,interpolation,2024
China,Projection-APS,Electricity demand,Vans,EV,GWh,1800.0,interpolation,2024
China,Projection-APS,Electricity demand,Cars,EV,GWh,62000.0,interpolation,2024
China,Projection-APS,Oil displacement Mbd,Buses,EV,Milion barrels per day,0.039000000804662496,interpolation,2024
China,Projection-APS,Oil displacement Mbd,Trucks,EV,Milion barrels per day,0.0309999994933605,interpolation,2024
China,Projection-APS,Oil displacement Mbd,Vans,EV,Milion barrels per day,0.014399999752640499,interpolation,2024
China,Projection-APS,Oil displacement Mbd,Cars,EV,Milion barrels per day,0.455000013113022,interpolation,2024
China,Projection-APS,"Oil displacement, million lge",Buses,EV,"Oil displacement, million lge",2350.0,interpolation,2024
China,Projection-APS,"Oil displacement, million lge",Trucks,EV,"Oil displacement, million lge",1850.0,interpolation,2024
China,Projection-APS,"Oil displacement, million lge",Vans,EV,"Oil displacement, million lge",845.0,interpolation,2024
China,Projection-APS,"Oil displacement, million lge",Cars,EV,"Oil displacement, million lge",27500.0,interpolation,2024
China,Projection-STEPS,Oil displacement Mbd,Buses,EV,Milion barrels per day,0.039000000804662496,interpolation,2024
China,Projection-STEPS,Oil displacement Mbd,Trucks,EV,Milion barrels per day,0.0315000005066395,interpolation,2024
China,Projection-STEPS,Oil displacement Mbd,Vans,EV,Milion barrels per day,0.014399999752640499,interpolation,2024
China,Projection-STEPS,Oil displacement Mbd,Cars,EV,Milion barrels per day,0.4600000083446505,interpolation,2024
China,Projection-STEPS,"Oil displacement, million lge",Buses,EV,"Oil displacement, million lge",2350.0,interpolation,2024
China,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,"Oil displacement, million lge",1900.0,interpolation,2024
China,Projection-STEPS,"Oil displacement, million lge",Vans,EV,"Oil displacement, million lge",895.0,interpolation,2024
China,Projection-STEPS,"Oil displacement, million lge",Cars,EV,"Oil displacement, million lge",27500.0,interpolation,2024
China,Projection-APS,EV sales,Trucks,PHEV,Vehicles,1510.0,interpolation,2024
China,Projection-APS,EV stock,Trucks,PHEV,Vehicles,5350.0,interpolation,2024
China,Projection-APS,EV stock,Trucks,FCEV,Vehicles,18000.0,interpolation,2024
China,Projection-APS,EV sales,Trucks,FCEV,Vehicles,6650.0,interpolation,2024
China,Projection-APS,EV stock,Trucks,BEV,Vehicles,405000.0,interpolation,2024
China,Projection-APS,EV sales,Trucks,BEV,Vehicles,94000.0,interpolation,2024
China,Projection-APS,EV stock,Cars,PHEV,Vehicles,8900000.0,interpolation,2024
China,Projection-APS,EV sales,Cars,PHEV,Vehicles,2650000.0,interpolation,2024
China,Projection-APS,EV stock share,Buses,EV,percent,28.5,interpolation,2024
China,Projection-APS,EV sales share,Buses,EV,percent,50.0,interpolation,2024
China,Projection-STEPS,Electricity demand,Buses,EV,GWh,13350.0,interpolation,2024
China,Projection-STEPS,Electricity demand,Trucks,EV,GWh,7600.0,interpolation,2024
China,Projection-STEPS,Electricity demand,Vans,EV,GWh,1800.0,interpolation,2024
China,Projection-STEPS,Electricity demand,Cars,EV,GWh,63000.0,interpolation,2024
Europe,Projection-APS,EV sales,Vans,PHEV,Vehicles,13200.0,interpolation,2024
Europe,Projection-APS,EV stock,Vans,BEV,Vehicles,695000.0,interpolation,2024
Europe,Projection-APS,EV sales,Vans,BEV,Vehicles,240000.0,interpolation,2024
Europe,Projection-APS,EV stock,Buses,PHEV,Vehicles,2550.0,interpolation,2024
Europe,Projection-APS,EV sales,Buses,PHEV,Vehicles,980.0,interpolation,2024
Europe,Projection-APS,EV stock,Buses,FCEV,Vehicles,1830.0,interpolation,2024
Europe,Projection-APS,EV sales,Buses,FCEV,Vehicles,905.0,interpolation,2024
Europe,Projection-APS,EV stock,Buses,BEV,Vehicles,46000.0,interpolation,2024
Europe,Projection-APS,EV sales,Buses,BEV,Vehicles,16150.0,interpolation,2024
Europe,Projection-APS,EV sales,Trucks,PHEV,Vehicles,919.0,interpolation,2024
Europe,Projection-APS,EV stock,Trucks,FCEV,Vehicles,625.0,interpolation,2024
Europe,Projection-APS,EV sales,Trucks,FCEV,Vehicles,84.5,interpolation,2024
Europe,Projection-APS,EV stock,Trucks,BEV,Vehicles,44500.0,interpolation,2024
Europe,Projection-APS,EV sales,Trucks,BEV,Vehicles,17500.0,interpolation,2024
Europe,Projection-APS,EV stock,Cars,PHEV,Vehicles,5650000.0,interpolation,2024
Europe,Projection-APS,EV sales,Cars,PHEV,Vehicles,1100000.0,interpolation,2024
Europe,Projection-APS,EV stock,Cars,FCEV,Vehicles,9250.0,interpolation,2024
Europe,Projection-APS,EV stock,Trucks,PHEV,Vehicles,1100.0,interpolation,2024
Europe,Projection-APS,EV sales,Cars,FCEV,Vehicles,3310.0,interpolation,2024
Europe,Projection-APS,EV stock,Cars,BEV,Vehicles,9850000.0,interpolation,2024
Europe,Projection-APS,EV sales,Cars,BEV,Vehicles,2900000.0,interpolation,2024
Europe,Projection-APS,EV stock,Vans,PHEV,Vehicles,26500.0,interpolation,2024
Europe,Projection-APS,EV stock,Vans,FCEV,Vehicles,5190.0,interpolation,2024
Europe,Projection-APS,EV sales,Vans,FCEV,Vehicles,4079.0,interpolation,2024
Europe,Projection-STEPS,EV charging points,EV,Publicly available fast,charging points,145000.0,interpolation,2024
Europe,Projection-STEPS,EV charging points,EV,Publicly available slow,charging points,735000.0,interpolation,2024
Europe,Projection-APS,Electricity demand,Buses,EV,GWh,2600.0,interpolation,2024
Europe,Projection-APS,Electricity demand,Trucks,EV,GWh,2950.0,interpolation,2024
Europe,Projection-APS,Electricity demand,Vans,EV,GWh,6050.0,interpolation,2024
Europe,Projection-APS,Electricity demand,Cars,EV,GWh,42000.0,interpolation,2024
Europe,Projection-APS,Oil displacement Mbd,Buses,EV,Milion barrels per day,0.010000000242144001,interpolation,2024
Europe,Projection-APS,Oil displacement Mbd,Trucks,EV,Milion barrels per day,0.0120000005699695,interpolation,2024
Europe,Projection-APS,Oil displacement Mbd,Vans,EV,Milion barrels per day,0.0300000002607705,interpolation,2024
Europe,Projection-APS,Oil displacement Mbd,Cars,EV,Milion barrels per day,0.2400000020861625,interpolation,2024
Europe,Projection-APS,"Oil displacement, million lge",Buses,EV,"Oil displacement, million lge",590.0,interpolation,2024
Europe,Projection-APS,"Oil displacement, million lge",Trucks,EV,"Oil displacement, million lge",705.0,interpolation,2024
Europe,Projection-APS,"Oil displacement, million lge",Vans,EV,"Oil displacement, million lge",1750.0,interpolation,2024
Europe,Projection-APS,"Oil displacement, million lge",Cars,EV,"Oil displacement, million lge",14000.0,interpolation,2024
Europe,Projection-APS,EV charging points,EV,Publicly available fast,charging points,145000.0,interpolation,2024
Europe,Projection-APS,EV charging points,EV,Publicly available slow,charging points,735000.0,interpolation,2024
Europe,Projection-STEPS,Oil displacement Mbd,Buses,EV,Milion barrels per day,0.010000000242144001,interpolation,2024
Europe,Projection-STEPS,Oil displacement Mbd,Trucks,EV,Milion barrels per day,0.0124999997206035,interpolation,2024
Europe,Projection-STEPS,Oil displacement Mbd,Vans,EV,Milion barrels per day,0.0300000002607705,interpolation,2024
Europe,Projection-STEPS,Oil displacement Mbd,Cars,EV,Milion barrels per day,0.244999997317791,interpolation,2024
Europe,Projection-STEPS,"Oil displacement, million lge",Buses,EV,"Oil displacement, million lge",570.0,interpolation,2024
Europe,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,"Oil displacement, million lge",705.0,interpolation,2024
Europe,Projection-STEPS,"Oil displacement, million lge",Vans,EV,"Oil displacement, million lge",1750.0,interpolation,2024
Europe,Projection-STEPS,"Oil displacement, million lge",Cars,EV,"Oil displacement, million lge",14000.0,interpolation,2024
Europe,Projection-APS,EV stock share,Trucks,EV,percent,0.54500000923872,interpolation,2024
Europe,Projection-APS,EV sales share,Trucks,EV,percent,3.80000001192093,interpolation,2024
Europe,Projection-APS,EV sales share,Cars,EV,percent,26.0,interpolation,2024
Europe,Projection-APS,EV stock share,Vans,EV,percent,2.05000001192093,interpolation,2024
Europe,Projection-APS,EV sales share,Vans,EV,percent,11.09999990463257,interpolation,2024
Europe,Projection-APS,EV stock share,Buses,EV,percent,2.80000001192093,interpolation,2024
Europe,Projection-APS,EV stock share,Cars,EV,percent,5.39999997615814,interpolation,2024
Europe,Projection-APS,EV sales share,Buses,EV,percent,20.5,interpolation,2024
Europe,Projection-STEPS,EV sales share,Trucks,EV,percent,3.30000001192093,interpolation,2024
Europe,Projection-STEPS,EV stock share,Trucks,EV,percent,0.539999984204769,interpolation,2024
Europe,Projection-STEPS,EV stock share,Cars,EV,percent,5.39999997615814,interpolation,2024
Europe,Projection-STEPS,EV sales share,Cars,EV,percent,26.0,interpolation,2024
Europe,Projection-STEPS,EV stock share,Vans,EV,percent,1.5500000119209298,interpolation,2024
Europe,Projection-STEPS,EV sales share,Vans,EV,percent,10.59999990463257,interpolation,2024
Europe,Projection-STEPS,EV sales share,Buses,EV,percent,18.5,interpolation,2024
Europe,Projection-STEPS,EV stock share,Buses,EV,percent,2.80000001192093,interpolation,2024
Europe,Projection-STEPS,EV sales,Trucks,PHEV,Vehicles,359.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Trucks,PHEV,Vehicles,550.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Trucks,FCEV,Vehicles,560.0,interpolation,2024
Europe,Projection-STEPS,EV sales,Trucks,FCEV,Vehicles,24.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Trucks,BEV,Vehicles,44500.0,interpolation,2024
Europe,Projection-STEPS,EV sales,Trucks,BEV,Vehicles,18000.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Cars,PHEV,Vehicles,5850000.0,interpolation,2024
Europe,Projection-STEPS,EV sales,Cars,PHEV,Vehicles,1300000.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Cars,FCEV,Vehicles,5700.0,interpolation,2024
Europe,Projection-STEPS,EV sales,Cars,FCEV,Vehicles,2310.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Buses,PHEV,Vehicles,2300.0,interpolation,2024
Europe,Projection-STEPS,EV sales,Buses,PHEV,Vehicles,730.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Buses,FCEV,Vehicles,1330.0,interpolation,2024
Europe,Projection-STEPS,EV sales,Buses,FCEV,Vehicles,445.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Buses,BEV,Vehicles,44000.0,interpolation,2024
Europe,Projection-STEPS,EV sales,Buses,BEV,Vehicles,14650.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Cars,BEV,Vehicles,9350000.0,interpolation,2024
Europe,Projection-STEPS,EV sales,Cars,BEV,Vehicles,2750000.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Vans,PHEV,Vehicles,25000.0,interpolation,2024
Europe,Projection-STEPS,EV sales,Vans,PHEV,Vehicles,11700.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Vans,BEV,Vehicles,685000.0,interpolation,2024
Europe,Projection-STEPS,EV sales,Vans,BEV,Vehicles,230000.0,interpolation,2024
Europe,Projection-STEPS,EV stock,Vans,FCEV,Vehicles,5090.0,interpolation,2024
Europe,Projection-STEPS,EV sales,Vans,FCEV,Vehicles,3829.0,interpolation,2024
Europe,Projection-STEPS,Electricity demand,Buses,EV,GWh,2450.0,interpolation,2024
Europe,Projection-STEPS,Electricity demand,Trucks,EV,GWh,3000.0,interpolation,2024
Europe,Projection-STEPS,Electricity demand,Vans,EV,GWh,5950.0,interpolation,2024
Europe,Projection-STEPS,Electricity demand,Cars,EV,GWh,42500.0,interpolation,2024
India,Projection-APS,EV sales share,Cars,EV,percent,5.5,interpolation,2024
India,Projection-APS,EV stock share,Cars,EV,percent,0.655000001192093,interpolation,2024
India,Projection-APS,EV stock share,Vans,EV,percent,0.2085000053048135,interpolation,2024
India,Projection-APS,EV sales share,Vans,EV,percent,2.5309999994933605,interpolation,2024
India,Projection-APS,EV stock share,Buses,EV,percent,1.219999998807907,interpolation,2024
India,Projection-APS,EV sales share,Buses,EV,percent,9.90000009536743,interpolation,2024
India,Projection-APS,EV stock,Cars,PHEV,Vehicles,5195.0,interpolation,2024
India,Projection-APS,EV sales,Cars,PHEV,Vehicles,4935.0,interpolation,2024
India,Projection-APS,EV stock,Cars,BEV,Vehicles,410000.0,interpolation,2024
India,Projection-APS,EV sales,Cars,BEV,Vehicles,236000.0,interpolation,2024
India,Projection-APS,EV stock,Cars,FCEV,Vehicles,23.5,interpolation,2024
India,Projection-STEPS,EV sales,Cars,PHEV,Vehicles,2235.0,interpolation,2024
India,Projection-STEPS,EV stock,Cars,PHEV,Vehicles,2295.0,interpolation,2024
India,Projection-STEPS,EV stock,Cars,BEV,Vehicles,370000.0,interpolation,2024
India,Projection-STEPS,EV sales,Cars,BEV,Vehicles,201000.0,interpolation,2024
India,Projection-STEPS,EV stock,Vans,BEV,Vehicles,14150.0,interpolation,2024
India,Projection-STEPS,EV sales,Buses,FCEV,Vehicles,216.0,interpolation,2024
India,Projection-STEPS,EV stock,Buses,FCEV,Vehicles,455.0,interpolation,2024
India,Projection-STEPS,EV sales,Vans,BEV,Vehicles,5675.0,interpolation,2024
India,Projection-STEPS,EV stock,Buses,BEV,Vehicles,26200.0,interpolation,2024
India,Projection-STEPS,EV sales,Buses,BEV,Vehicles,8150.0,interpolation,2024
India,Projection-STEPS,EV stock share,Buses,EV,percent,1.219999998807907,interpolation,2024
India,Projection-STEPS,EV sales share,Buses,EV,percent,8.40000009536743,interpolation,2024
India,Projection-STEPS,EV stock share,Cars,EV,percent,0.655000001192093,interpolation,2024
India,Projection-STEPS,EV sales share,Cars,EV,percent,4.5,interpolation,2024
India,Projection-STEPS,EV stock share,Vans,EV,percent,0.173499993979931,interpolation,2024
India,Projection-STEPS,EV sales share,Vans,EV,percent,1.5309999994933605,interpolation,2024
India,Projection-STEPS,Electricity demand,Buses,EV,GWh,1245.0,interpolation,2024
India,Projection-STEPS,Electricity demand,Vans,EV,GWh,95.5,interpolation,2024
India,Projection-STEPS,Electricity demand,Cars,EV,GWh,1005.0,interpolation,2024
India,Projection-STEPS,Oil displacement Mbd,Buses,EV,Milion barrels per day,0.0053000000771135,interpolation,2024
India,Projection-STEPS,Oil displacement Mbd,Vans,EV,Milion barrels per day,0.000520000001416,interpolation,2024
India,Projection-STEPS,Oil displacement Mbd,Cars,EV,Milion barrels per day,0.0062999998917805,interpolation,2024
India,Projection-STEPS,"Oil displacement, million lge",Buses,EV,"Oil displacement, million lge",305.0,interpolation,2024
India,Projection-STEPS,"Oil displacement, million lge",Vans,EV,"Oil displacement, million lge",30.0,interpolation,2024
India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,"Oil displacement, million lge",365.0,interpolation,2024
India,Projection-APS,EV stock,Vans,BEV,Vehicles,16650.0,interpolation,2024
India,Projection-APS,EV sales,Vans,BEV,Vehicles,8175.0,interpolation,2024
India,Projection-APS,EV sales,Buses,FCEV,Vehicles,281.0,interpolation,2024
India,Projection-APS,EV stock,Buses,FCEV,Vehicles,520.0,interpolation,2024
India,Projection-APS,EV stock,Buses,BEV,Vehicles,28200.0,interpolation,2024
India,Projection-APS,EV sales,Buses,BEV,Vehicles,10650.0,interpolation,2024
India,Projection-APS,EV charging points,EV,Publicly available fast,charging points,4750.0,interpolation,2024
India,Projection-APS,EV charging points,EV,Publicly available slow,charging points,33900.0,interpolation,2024
India,Projection-APS,Oil displacement Mbd,Buses,EV,Milion barrels per day,0.0057000000961125,interpolation,2024
India,Projection-APS,Oil displacement Mbd,Vans,EV,Milion barrels per day,0.000604999993811,interpolation,2024
India,Projection-APS,Oil displacement Mbd,Cars,EV,Milion barrels per day,0.0067999999737364996,interpolation,2024
India,Projection-APS,"Oil displacement, million lge",Buses,EV,"Oil displacement, million lge",325.0,interpolation,2024
India,Projection-APS,"Oil displacement, million lge",Vans,EV,"Oil displacement, million lge",34.5,interpolation,2024
India,Projection-APS,"Oil displacement, million lge",Cars,EV,"Oil displacement, million lge",405.0,interpolation,2024
India,Projection-STEPS,EV charging points,EV,Publicly available fast,charging points,4300.0,interpolation,2024
India,Projection-STEPS,EV charging points,EV,Publicly available slow,charging points,28400.0,interpolation,2024
India,Projection-APS,Electricity demand,Buses,EV,GWh,1345.0,interpolation,2024
India,Projection-APS,Electricity demand,Vans,EV,GWh,112.0,interpolation,2024
India,Projection-APS,Electricity demand,Cars,EV,GWh,1105.0,interpolation,2024
Rest of the world,Projection-APS,Oil displacement Mbd,Buses,EV,Milion barrels per day,0.009049999876879,interpolation,2024
Rest of the world,Projection-APS,Oil displacement Mbd,Trucks,EV,Milion barrels per day,0.0051000000676145,interpolation,2024
Rest of the world,Projection-APS,Oil displacement Mbd,Vans,EV,Milion barrels per day,0.018300000578165,interpolation,2024
Rest of the world,Projection-APS,Oil displacement Mbd,Cars,EV,Milion barrels per day,0.0924999974668025,interpolation,2024
Rest of the world,Projection-APS,"Oil displacement, million lge",Buses,EV,"Oil displacement, million lge",525.0,interpolation,2024
Rest of the world,Projection-APS,"Oil displacement, million lge",Trucks,EV,"Oil displacement, million lge",294.5,interpolation,2024
Rest of the world,Projection-APS,"Oil displacement, million lge",Vans,EV,"Oil displacement, million lge",1050.0,interpolation,2024
Rest of the world,Projection-APS,"Oil displacement, million lge",Cars,EV,"Oil displacement, million lge",5350.0,interpolation,2024
Rest of the world,Projection-APS,EV charging points,EV,Publicly available fast,charging points,109000.0,interpolation,2024
Rest of the world,Projection-APS,EV charging points,EV,Publicly available slow,charging points,360000.0,interpolation,2024
Rest of the world,Projection-APS,Electricity demand,Buses,EV,GWh,2550.0,interpolation,2024
Rest of the world,Projection-APS,Electricity demand,Trucks,EV,GWh,1165.0,interpolation,2024
Rest of the world,Projection-APS,Electricity demand,Vans,EV,GWh,2600.0,interpolation,2024
Rest of the world,Projection-APS,Electricity demand,Cars,EV,GWh,14450.0,interpolation,2024
Rest of the world,Projection-STEPS,EV charging points,EV,Publicly available fast,charging points,84000.0,interpolation,2024
Rest of the world,Projection-STEPS,EV charging points,EV,Publicly available slow,charging points,335000.0,interpolation,2024
Rest of the world,Projection-APS,EV sales,Trucks,FCEV,Vehicles,325.5,interpolation,2024
Rest of the world,Projection-APS,EV stock,Trucks,PHEV,Vehicles,2756.5,interpolation,2024
Rest of the world,Projection-APS,EV stock,Trucks,FCEV,Vehicles,373.0,interpolation,2024
Rest of the world,Projection-APS,EV stock,Trucks,BEV,Vehicles,19750.0,interpolation,2024
Rest of the world,Projection-APS,EV sales,Trucks,BEV,Vehicles,11650.0,interpolation,2024
Rest of the world,Projection-APS,EV stock,Cars,PHEV,Vehicles,1120000.0,interpolation,2024
Rest of the world,Projection-APS,EV sales,Cars,PHEV,Vehicles,325000.0,interpolation,2024
Rest of the world,Projection-APS,EV stock,Cars,FCEV,Vehicles,76000.0,interpolation,2024
Rest of the world,Projection-APS,EV sales,Cars,FCEV,Vehicles,36300.0,interpolation,2024
Rest of the world,Projection-APS,EV stock,Cars,BEV,Vehicles,3050000.0,interpolation,2024
Rest of the world,Projection-APS,EV sales,Cars,BEV,Vehicles,1145000.0,interpolation,2024
Rest of the world,Projection-APS,EV stock,Vans,PHEV,Vehicles,32075.0,interpolation,2024
Rest of the world,Projection-APS,EV sales,Vans,PHEV,Vehicles,25550.0,interpolation,2024
Rest of the world,Projection-APS,EV stock,Vans,FCEV,Vehicles,6005.0,interpolation,2024
Rest of the world,Projection-APS,EV sales,Vans,FCEV,Vehicles,3650.5,interpolation,2024
Rest of the world,Projection-APS,EV stock,Vans,BEV,Vehicles,330000.0,interpolation,2024
Rest of the world,Projection-APS,EV sales,Vans,BEV,Vehicles,143500.0,interpolation,2024
Rest of the world,Projection-APS,EV stock,Buses,PHEV,Vehicles,7024.5,interpolation,2024
Rest of the world,Projection-STEPS,EV sales,Cars,BEV,Vehicles,995000.0,interpolation,2024
Rest of the world,Projection-STEPS,EV stock,Vans,PHEV,Vehicles,13575.0,interpolation,2024
Rest of the world,Projection-STEPS,EV sales,Vans,PHEV,Vehicles,6550.0,interpolation,2024
Rest of the world,Projection-STEPS,EV stock,Vans,FCEV,Vehicles,6005.0,interpolation,2024
Rest of the world,Projection-STEPS,EV sales,Vans,FCEV,Vehicles,3600.5,interpolation,2024
Rest of the world,Projection-STEPS,EV stock,Vans,BEV,Vehicles,310000.0,interpolation,2024
Rest of the world,Projection-STEPS,EV sales,Vans,BEV,Vehicles,118500.0,interpolation,2024
Rest of the world,Projection-STEPS,EV stock,Buses,PHEV,Vehicles,7524.5,interpolation,2024
Rest of the world,Projection-STEPS,EV stock,Buses,FCEV,Vehicles,4650.0,interpolation,2024
Rest of the world,Projection-STEPS,EV sales,Buses,FCEV,Vehicles,2385.0,interpolation,2024
Rest of the world,Projection-STEPS,EV stock,Buses,BEV,Vehicles,39000.0,interpolation,2024
Rest of the world,Projection-STEPS,EV sales,Buses,BEV,Vehicles,15300.0,interpolation,2024
Rest of the world,Projection-STEPS,EV sales share,Trucks,EV,percent,0.25,interpolation,2024
Rest of the world,Projection-STEPS,EV stock share,Trucks,EV,percent,0.0450000008568165,interpolation,2024
Rest of the world,Projection-STEPS,EV stock share,Cars,EV,percent,0.7899999916553495,interpolation,2024
Rest of the world,Projection-STEPS,EV sales share,Cars,EV,percent,5.450000047683715,interpolation,2024
Rest of the world,Projection-STEPS,EV stock share,Vans,EV,percent,0.405000001192093,interpolation,2024
Rest of the world,Projection-STEPS,EV sales share,Vans,EV,percent,2.10000002384186,interpolation,2024
Rest of the world,Projection-STEPS,EV sales share,Buses,EV,percent,1.280000001192093,interpolation,2024
Rest of the world,Projection-STEPS,EV stock share,Buses,EV,percent,0.365000009536743,interpolation,2024
Rest of the world,Projection-APS,EV sales share,Trucks,EV,percent,0.425000011920929,interpolation,2024
Rest of the world,Projection-APS,EV stock share,Cars,EV,percent,0.7899999916553495,interpolation,2024
Rest of the world,Projection-APS,EV sales share,Cars,EV,percent,6.450000047683715,interpolation,2024
Rest of the world,Projection-APS,EV stock share,Vans,EV,percent,0.455000013113022,interpolation,2024
Rest of the world,Projection-APS,EV stock share,Trucks,EV,percent,0.0630000000819565,interpolation,2024
Rest of the world,Projection-STEPS,EV sales,Trucks,FCEV,Vehicles,64.0,interpolation,2024
Rest of the world,Projection-STEPS,EV stock,Trucks,BEV,Vehicles,15750.0,interpolation,2024
Rest of the world,Projection-STEPS,EV sales,Trucks,BEV,Vehicles,8150.0,interpolation,2024
Rest of the world,Projection-STEPS,EV stock,Cars,PHEV,Vehicles,1070000.0,interpolation,2024
Rest of the world,Projection-STEPS,EV sales,Cars,PHEV,Vehicles,285000.0,interpolation,2024
Rest of the world,Projection-STEPS,EV stock,Cars,FCEV,Vehicles,54000.0,interpolation,2024
Rest of the world,Projection-STEPS,EV sales,Cars,FCEV,Vehicles,15300.0,interpolation,2024
