region,category,parameter,mode,powertrain,unit,value_2022,value_2023,value_2024,growth_rate,threshold,is_small_base,growth_rate_uncapped,fill_method,growth_2022_2023_pct,applied_growth_rate_pct,uncapped_growth_rate_pct,was_capped,note
Australia,Historical,EV charging points,EV,Publicly available fast,charging points,470.0,660.0,926.8085106382979,0.40425531914893614,50.0,False,0.40425531914893614,forward_fill,40.43,40.43,40.43,False,Established market (≥50.0 charging points) - historical growth applied
Australia,Historical,EV charging points,EV,Publicly available slow,charging points,2100.0,2100.0,2100.0,0.0,50.0,False,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥50.0 charging points) - historical growth applied
Australia,Historical,EV stock share,Cars,EV,percent,0.589999973773956,1.20000004768372,2.440678268559773,1.033898476313273,1.0,False,1.033898476313273,forward_fill,103.39,103.39,103.39,False,Established market (≥1.0 percent) - historical growth applied
Australia,Historical,EV sales,Cars,PHEV,Vehicles,5900.0,11000.0,20508.474576271186,0.864406779661017,100.0,False,0.864406779661017,forward_fill,86.44,86.44,86.44,False,Established market (≥100.0 Vehicles) - historical growth applied
Australia,Historical,EV stock,Cars,PHEV,Vehicles,21000.0,31000.0,45761.90476190476,0.47619047619047616,100.0,False,0.47619047619047616,forward_fill,47.62,47.62,47.62,False,Established market (≥100.0 Vehicles) - historical growth applied
Australia,Historical,EV stock,Cars,FCEV,Vehicles,100.0,65.0,45.5,-0.3,100.0,True,-0.35,forward_fill,-35.0,-30.0,-35.0,True,Small base (<100.0 Vehicles) - capped at 150% (was -35.0%)
Australia,Historical,EV sales share,Cars,EV,percent,5.09999990463257,12.0,28.235294645632838,1.3529412204694033,1.0,False,1.3529412204694033,forward_fill,135.29,135.29,135.29,False,Established market (≥1.0 percent) - historical growth applied
Australia,Historical,EV sales,Cars,BEV,Vehicles,33000.0,87000.0,229363.63636363638,1.6363636363636365,100.0,False,1.6363636363636365,forward_fill,163.64,163.64,163.64,False,Established market (≥100.0 Vehicles) - historical growth applied
Australia,Historical,EV stock,Cars,BEV,Vehicles,67000.0,150000.0,335820.89552238805,1.2388059701492538,100.0,False,1.2388059701492538,forward_fill,123.88,123.88,123.88,False,Established market (≥100.0 Vehicles) - historical growth applied
Australia,Historical,EV sales,Cars,FCEV,Vehicles,15.0,6.0,4.199999999999999,-0.3,100.0,True,-0.6,forward_fill,-60.0,-30.0,-60.0,True,Small base (<100.0 Vehicles) - capped at 150% (was -60.0%)
Austria,Historical,EV stock share,Cars,EV,percent,3.0,4.40000009536743,6.453333613077797,0.46666669845580994,1.0,False,0.46666669845580994,forward_fill,46.67,46.67,46.67,False,Established market (≥1.0 percent) - historical growth applied
Austria,Historical,EV sales share,Cars,EV,percent,22.0,26.0,30.72727272727273,0.18181818181818182,1.0,False,0.18181818181818182,forward_fill,18.18,18.18,18.18,False,Established market (≥1.0 percent) - historical growth applied
Austria,Historical,EV charging points,EV,Publicly available fast,charging points,2600.0,2500.0,2403.846153846154,-0.038461538461538464,50.0,False,-0.038461538461538464,forward_fill,-3.85,-3.85,-3.85,False,Established market (≥50.0 charging points) - historical growth applied
Austria,Historical,EV charging points,EV,Publicly available slow,charging points,13000.0,15000.0,17307.692307692305,0.15384615384615385,50.0,False,0.15384615384615385,forward_fill,15.38,15.38,15.38,False,Established market (≥50.0 charging points) - historical growth applied
Austria,Historical,EV stock,Cars,PHEV,Vehicles,42000.0,61000.0,88595.23809523809,0.4523809523809524,100.0,False,0.4523809523809524,forward_fill,45.24,45.24,45.24,False,Established market (≥100.0 Vehicles) - historical growth applied
Austria,Historical,EV stock,Cars,FCEV,Vehicles,62.0,89.0,127.75806451612904,0.43548387096774194,100.0,True,0.43548387096774194,forward_fill,43.55,43.55,43.55,False,Established market (≥100.0 Vehicles) - historical growth applied
Austria,Historical,EV sales,Cars,FCEV,Vehicles,14.0,9.0,6.3,-0.3,100.0,True,-0.35714285714285715,forward_fill,-35.71,-30.0,-35.71,True,Small base (<100.0 Vehicles) - capped at 150% (was -35.7%)
Austria,Historical,EV stock,Cars,BEV,Vehicles,110000.0,160000.0,232727.27272727274,0.45454545454545453,100.0,False,0.45454545454545453,forward_fill,45.45,45.45,45.45,False,Established market (≥100.0 Vehicles) - historical growth applied
Austria,Historical,EV sales,Cars,BEV,Vehicles,34000.0,48000.0,67764.70588235294,0.4117647058823529,100.0,False,0.4117647058823529,forward_fill,41.18,41.18,41.18,False,Established market (≥100.0 Vehicles) - historical growth applied
Austria,Historical,EV sales,Cars,PHEV,Vehicles,13000.0,17000.0,22230.76923076923,0.3076923076923077,100.0,False,0.3076923076923077,forward_fill,30.77,30.77,30.77,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV stock share,Trucks,EV,percent,0.028000000864267,0.170000001788139,0.4250000044703475,1.5,1.0,True,5.071428447885849,forward_fill,507.14,150.0,507.14,True,Small base (<1.0 percent) - capped at 150% (was 507.1%)
Belgium,Historical,EV sales share,Trucks,EV,percent,0.360000014305115,1.70000004768372,8.02777790912879,3.7222221670327467,1.0,False,3.7222221670327467,forward_fill,372.22,372.22,372.22,False,Established market (≥1.0 percent) - historical growth applied
Belgium,Historical,EV stock share,Cars,EV,percent,4.59999990463257,8.19999980926514,14.617390927385076,0.7826086911452065,1.0,False,0.7826086911452065,forward_fill,78.26,78.26,78.26,False,Established market (≥1.0 percent) - historical growth applied
Belgium,Historical,EV sales share,Vans,EV,percent,3.40000009536743,4.59999990463257,6.22352897914638,0.3529411104723687,1.0,False,0.3529411104723687,forward_fill,35.29,35.29,35.29,False,Established market (≥1.0 percent) - historical growth applied
Belgium,Historical,EV stock share,Buses,EV,percent,2.20000004768372,6.0,16.363636008964072,1.7272726681606791,1.0,False,1.7272726681606791,forward_fill,172.73,172.73,172.73,False,Established market (≥1.0 percent) - historical growth applied
Belgium,Historical,EV sales share,Buses,EV,percent,11.0,62.0,349.4545454545455,4.636363636363637,1.0,False,4.636363636363637,forward_fill,463.64,463.64,463.64,False,Established market (≥1.0 percent) - historical growth applied
Belgium,Historical,EV charging points,EV,Publicly available fast,charging points,1100.0,2000.0,3636.3636363636365,0.8181818181818182,50.0,False,0.8181818181818182,forward_fill,81.82,81.82,81.82,False,Established market (≥50.0 charging points) - historical growth applied
Belgium,Historical,EV charging points,EV,Publicly available slow,charging points,23000.0,42000.0,76695.65217391305,0.8260869565217391,50.0,False,0.8260869565217391,forward_fill,82.61,82.61,82.61,False,Established market (≥50.0 charging points) - historical growth applied
Belgium,Historical,EV sales,Trucks,BEV,Vehicles,31.0,160.0,825.8064516129032,4.161290322580645,100.0,False,4.161290322580645,forward_fill,416.13,416.13,416.13,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV stock,Trucks,BEV,Vehicles,37.0,210.0,1191.8918918918919,4.675675675675675,100.0,False,4.675675675675675,forward_fill,467.57,467.57,467.57,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV sales,Trucks,PHEV,Vehicles,,8.0,8.4,0.05,100.0,True,0.05,forward_fill,,5.0,5.0,False,5% default growth (no 2022 data)
Belgium,Historical,EV stock,Trucks,PHEV,Vehicles,,8.0,8.4,0.05,100.0,True,0.05,forward_fill,,5.0,5.0,False,5% default growth (no 2022 data)
Belgium,Historical,EV sales,Cars,PHEV,Vehicles,59000.0,100000.0,169491.5254237288,0.6949152542372882,100.0,False,0.6949152542372882,forward_fill,69.49,69.49,69.49,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV stock,Cars,PHEV,Vehicles,180000.0,280000.0,435555.55555555556,0.5555555555555556,100.0,False,0.5555555555555556,forward_fill,55.56,55.56,55.56,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV stock,Cars,FCEV,Vehicles,80.0,99.0,122.5125,0.2375,100.0,True,0.2375,forward_fill,23.75,23.75,23.75,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV sales share,Cars,EV,percent,26.0,41.0,64.65384615384615,0.5769230769230769,1.0,False,0.5769230769230769,forward_fill,57.69,57.69,57.69,False,Established market (≥1.0 percent) - historical growth applied
Belgium,Historical,EV stock share,Vans,EV,percent,0.509999990463257,0.889999985694885,1.5531372340171887,0.7450980437988954,1.0,True,0.7450980437988954,forward_fill,74.51,74.51,74.51,False,Established market (≥1.0 percent) - historical growth applied
Belgium,Historical,EV sales,Buses,BEV,Vehicles,42.0,340.0,2752.3809523809523,7.095238095238095,100.0,False,7.095238095238095,forward_fill,709.52,709.52,709.52,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV stock,Cars,BEV,Vehicles,90000.0,190000.0,401111.1111111111,1.1111111111111112,100.0,False,1.1111111111111112,forward_fill,111.11,111.11,111.11,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV sales,Cars,FCEV,Vehicles,20.0,9.0,6.3,-0.3,100.0,True,-0.55,forward_fill,-55.0,-30.0,-55.0,True,Small base (<100.0 Vehicles) - capped at 150% (was -55.0%)
Belgium,Historical,EV stock,Vans,PHEV,Vehicles,240.0,190.0,150.41666666666666,-0.20833333333333334,100.0,False,-0.20833333333333334,forward_fill,-20.83,-20.83,-20.83,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV sales,Cars,BEV,Vehicles,38000.0,93000.0,227605.26315789478,1.4473684210526316,100.0,False,1.4473684210526316,forward_fill,144.74,144.74,144.74,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV sales,Vans,PHEV,Vehicles,98.0,24.0,16.799999999999997,-0.3,100.0,True,-0.7551020408163265,forward_fill,-75.51,-30.0,-75.51,True,Small base (<100.0 Vehicles) - capped at 150% (was -75.5%)
Belgium,Historical,EV stock,Vans,BEV,Vehicles,4100.0,7500.0,13719.51219512195,0.8292682926829268,100.0,False,0.8292682926829268,forward_fill,82.93,82.93,82.93,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV stock,Buses,PHEV,Vehicles,180.0,220.0,268.8888888888889,0.2222222222222222,100.0,False,0.2222222222222222,forward_fill,22.22,22.22,22.22,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV sales,Vans,BEV,Vehicles,1800.0,3100.0,5338.88888888889,0.7222222222222222,100.0,False,0.7222222222222222,forward_fill,72.22,72.22,72.22,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV stock,Buses,BEV,Vehicles,150.0,670.0,2992.666666666667,3.466666666666667,100.0,False,3.466666666666667,forward_fill,346.67,346.67,346.67,False,Established market (≥100.0 Vehicles) - historical growth applied
Belgium,Historical,EV sales,Buses,PHEV,Vehicles,25.0,110.0,484.00000000000006,3.4,100.0,False,3.4,forward_fill,340.0,340.0,340.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV charging points,EV,Publicly available fast,charging points,4.90000009536743,4.90000009536743,4.90000009536743,0.0,50.0,True,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥50.0 charging points) - historical growth applied
Brazil,Historical,EV charging points,EV,Publicly available slow,charging points,3000.0,3800.0,4813.333333333333,0.26666666666666666,50.0,False,0.26666666666666666,forward_fill,26.67,26.67,26.67,False,Established market (≥50.0 charging points) - historical growth applied
Brazil,Historical,EV sales share,Trucks,EV,percent,0.550000011920929,0.560000002384186,0.57018181067853,0.018181800448205648,1.0,True,0.018181800448205648,forward_fill,1.82,1.82,1.82,False,Established market (≥1.0 percent) - historical growth applied
Brazil,Historical,EV stock share,Trucks,EV,percent,0.046999998390675,0.079000003635883,0.13278725081207168,0.6808511987429543,1.0,True,0.6808511987429543,forward_fill,68.09,68.09,68.09,False,Established market (≥1.0 percent) - historical growth applied
Brazil,Historical,EV stock share,Cars,EV,percent,0.089000001549721,0.209999993443489,0.4955055784086519,1.3595504470431923,1.0,True,1.3595504470431923,forward_fill,135.96,135.96,135.96,False,Established market (≥1.0 percent) - historical growth applied
Brazil,Historical,EV sales share,Cars,EV,percent,1.20000004768372,3.0,7.499999701976762,1.4999999006589206,1.0,False,1.4999999006589206,forward_fill,150.0,150.0,150.0,False,Established market (≥1.0 percent) - historical growth applied
Brazil,Historical,EV stock share,Vans,EV,percent,0.01799999922514,0.021999999880791,0.026888889754996058,0.22222226821345253,1.0,True,0.22222226821345253,forward_fill,22.22,22.22,22.22,False,Established market (≥1.0 percent) - historical growth applied
Brazil,Historical,EV sales share,Vans,EV,percent,0.129999995231628,0.159999996423721,0.19692307534302472,0.2307692484037433,1.0,True,0.2307692484037433,forward_fill,23.08,23.08,23.08,False,Established market (≥1.0 percent) - historical growth applied
Brazil,Historical,EV stock share,Buses,EV,percent,0.170000001788139,0.209999993443489,0.25941174577883036,0.2352940660859499,1.0,True,0.2352940660859499,forward_fill,23.53,23.53,23.53,False,Established market (≥1.0 percent) - historical growth applied
Brazil,Historical,EV sales share,Buses,EV,percent,1.70000004768372,0.5,0.35,-0.3,1.0,True,-0.7058823611909548,forward_fill,-70.59,-30.0,-70.59,True,Small base (<1.0 percent) - capped at 150% (was -70.6%)
Brazil,Historical,EV stock,Cars,BEV,Vehicles,13000.0,33000.0,83769.23076923077,1.5384615384615385,100.0,False,1.5384615384615385,forward_fill,153.85,153.85,153.85,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV sales,Cars,BEV,Vehicles,8500.0,19000.0,42470.58823529412,1.2352941176470589,100.0,False,1.2352941176470589,forward_fill,123.53,123.53,123.53,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV stock,Vans,BEV,Vehicles,1100.0,1500.0,2045.4545454545457,0.36363636363636365,100.0,False,0.36363636363636365,forward_fill,36.36,36.36,36.36,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV stock,Cars,FCEV,Vehicles,3.0,3.0,3.0,0.0,100.0,True,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV sales,Cars,PHEV,Vehicles,10000.0,33000.0,108900.0,2.3,100.0,False,2.3,forward_fill,230.0,230.0,230.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV stock,Trucks,BEV,Vehicles,1100.0,1900.0,3281.818181818182,0.7272727272727273,100.0,False,0.7272727272727273,forward_fill,72.73,72.73,72.73,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV stock,Cars,PHEV,Vehicles,26000.0,59000.0,133884.61538461538,1.2692307692307692,100.0,False,1.2692307692307692,forward_fill,126.92,126.92,126.92,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV sales,Vans,BEV,Vehicles,520.0,690.0,915.5769230769231,0.3269230769230769,100.0,False,0.3269230769230769,forward_fill,32.69,32.69,32.69,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV stock,Buses,FCEV,Vehicles,2.0,3.0,4.5,0.5,100.0,True,0.5,forward_fill,50.0,50.0,50.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV sales,Trucks,BEV,Vehicles,710.0,810.0,924.0845070422536,0.14084507042253522,100.0,False,0.14084507042253522,forward_fill,14.08,14.08,14.08,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV stock,Buses,BEV,Vehicles,950.0,1200.0,1515.7894736842104,0.2631578947368421,100.0,False,0.2631578947368421,forward_fill,26.32,26.32,26.32,False,Established market (≥100.0 Vehicles) - historical growth applied
Brazil,Historical,EV sales,Buses,BEV,Vehicles,610.0,200.0,140.0,-0.3,100.0,False,-0.6721311475409836,forward_fill,-67.21,-30.0,-67.21,True,Small base (<100.0 Vehicles) - capped at 150% (was -67.2%)
Bulgaria,Historical,EV sales,Cars,PHEV,Vehicles,140.0,360.0,925.7142857142857,1.5714285714285714,100.0,False,1.5714285714285714,forward_fill,157.14,157.14,157.14,False,Established market (≥100.0 Vehicles) - historical growth applied
Bulgaria,Historical,EV sales,Cars,BEV,Vehicles,1000.0,1800.0,3240.0,0.8,100.0,False,0.8,forward_fill,80.0,80.0,80.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Bulgaria,Historical,EV sales share,Cars,EV,percent,4.0,5.80000019073486,8.410000553131102,0.45000004768371493,1.0,False,0.45000004768371493,forward_fill,45.0,45.0,45.0,False,Established market (≥1.0 percent) - historical growth applied
Canada,Historical,EV sales,Trucks,FCEV,Vehicles,18.0,18.0,18.0,0.0,100.0,True,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV stock,Trucks,FCEV,Vehicles,,8.0,8.4,0.05,100.0,True,0.05,forward_fill,,5.0,5.0,False,5% default growth (no 2022 data)
Canada,Historical,EV stock,Cars,PHEV,Vehicles,130000.0,170000.0,222307.6923076923,0.3076923076923077,100.0,False,0.3076923076923077,forward_fill,30.77,30.77,30.77,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV sales,Trucks,BEV,Vehicles,830.0,2000.0,4819.277108433735,1.4096385542168675,100.0,False,1.4096385542168675,forward_fill,140.96,140.96,140.96,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV stock,Cars,FCEV,Vehicles,300.0,320.0,341.3333333333333,0.06666666666666667,100.0,False,0.06666666666666667,forward_fill,6.67,6.67,6.67,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV stock,Trucks,BEV,Vehicles,780.0,2400.0,7384.615384615385,2.076923076923077,100.0,False,2.076923076923077,forward_fill,207.69,207.69,207.69,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV sales,Cars,PHEV,Vehicles,24000.0,41000.0,70041.66666666667,0.7083333333333334,100.0,False,0.7083333333333334,forward_fill,70.83,70.83,70.83,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV charging points,EV,Publicly available fast,charging points,3900.0,4800.0,5907.692307692308,0.23076923076923078,50.0,False,0.23076923076923078,forward_fill,23.08,23.08,23.08,False,Established market (≥50.0 charging points) - historical growth applied
Canada,Historical,EV charging points,EV,Publicly available slow,charging points,17000.0,22000.0,28470.58823529412,0.29411764705882354,50.0,False,0.29411764705882354,forward_fill,29.41,29.41,29.41,False,Established market (≥50.0 charging points) - historical growth applied
Canada,Historical,EV sales share,Vans,EV,percent,5.09999990463257,5.5,5.931372659933288,0.07843139271514318,1.0,False,0.07843139271514318,forward_fill,7.84,7.84,7.84,False,Established market (≥1.0 percent) - historical growth applied
Canada,Historical,EV sales share,Cars,EV,percent,9.5,13.0,17.789473684210527,0.3684210526315789,1.0,False,0.3684210526315789,forward_fill,36.84,36.84,36.84,False,Established market (≥1.0 percent) - historical growth applied
Canada,Historical,EV stock share,Cars,EV,percent,1.70000004768372,2.29999995231628,3.1117644895731673,0.35294111047236176,1.0,False,0.35294111047236176,forward_fill,35.29,35.29,35.29,False,Established market (≥1.0 percent) - historical growth applied
Canada,Historical,EV stock share,Trucks,EV,percent,0.032000001519919,0.100000001490116,0.25000000372528997,1.5,1.0,True,2.12499989813654,forward_fill,212.5,150.0,212.5,True,Small base (<1.0 percent) - capped at 150% (was 212.5%)
Canada,Historical,EV stock share,Buses,EV,percent,0.97000002861023,2.40000009536743,5.938144626672153,1.4742268294631249,1.0,False,1.4742268294631249,forward_fill,147.42,147.42,147.42,False,Established market (≥1.0 percent) - historical growth applied
Canada,Historical,EV sales share,Buses,EV,percent,6.09999990463257,23.0,86.72131283121128,2.770491862226577,1.0,False,2.770491862226577,forward_fill,277.05,277.05,277.05,False,Established market (≥1.0 percent) - historical growth applied
Canada,Historical,EV sales,Buses,BEV,Vehicles,190.0,790.0,3284.7368421052633,3.1578947368421053,100.0,False,3.1578947368421053,forward_fill,315.79,315.79,315.79,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV sales,Cars,BEV,Vehicles,91000.0,130000.0,185714.2857142857,0.42857142857142855,100.0,False,0.42857142857142855,forward_fill,42.86,42.86,42.86,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV sales,Vans,PHEV,Vehicles,3100.0,4100.0,5422.58064516129,0.3225806451612903,100.0,False,0.3225806451612903,forward_fill,32.26,32.26,32.26,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV sales,Vans,BEV,Vehicles,7000.0,9100.0,11830.0,0.3,100.0,False,0.3,forward_fill,30.0,30.0,30.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV stock,Buses,BEV,Vehicles,690.0,1600.0,3710.144927536232,1.318840579710145,100.0,False,1.318840579710145,forward_fill,131.88,131.88,131.88,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV stock,Vans,FCEV,Vehicles,44.0,9.0,6.3,-0.3,100.0,True,-0.7954545454545454,forward_fill,-79.55,-30.0,-79.55,True,Small base (<100.0 Vehicles) - capped at 150% (was -79.5%)
Canada,Historical,EV stock,Cars,BEV,Vehicles,280000.0,380000.0,515714.28571428574,0.35714285714285715,100.0,False,0.35714285714285715,forward_fill,35.71,35.71,35.71,False,Established market (≥100.0 Vehicles) - historical growth applied
Canada,Historical,EV sales,Cars,FCEV,Vehicles,19.0,13.0,9.1,-0.3,100.0,True,-0.3157894736842105,forward_fill,-31.58,-30.0,-31.58,True,Small base (<100.0 Vehicles) - capped at 150% (was -31.6%)
Canada,Historical,EV sales share,Trucks,EV,percent,0.600000023841858,1.29999995231628,2.8166663481129515,1.166666501098208,1.0,False,1.166666501098208,forward_fill,116.67,116.67,116.67,False,Established market (≥1.0 percent) - historical growth applied
Chile,Historical,EV sales share,Cars,EV,percent,0.5,0.310000002384186,0.2170000016689302,-0.3,1.0,True,-0.379999995231628,forward_fill,-38.0,-30.0,-38.0,True,Small base (<1.0 percent) - capped at 150% (was -38.0%)
Chile,Historical,EV stock share,Cars,EV,percent,0.068000003695488,0.086999997496605,0.11130881107454266,0.2794116583610966,1.0,True,0.2794116583610966,forward_fill,27.94,27.94,27.94,False,Established market (≥1.0 percent) - historical growth applied
Chile,Historical,EV charging points,EV,Publicly available fast,charging points,220.0,330.0,495.0,0.5,50.0,False,0.5,forward_fill,50.0,50.0,50.0,False,Established market (≥50.0 charging points) - historical growth applied
Chile,Historical,EV charging points,EV,Publicly available slow,charging points,440.0,740.0,1244.5454545454545,0.6818181818181818,50.0,False,0.6818181818181818,forward_fill,68.18,68.18,68.18,False,Established market (≥50.0 charging points) - historical growth applied
Chile,Historical,EV stock,Cars,PHEV,Vehicles,1200.0,1800.0,2700.0,0.5,100.0,False,0.5,forward_fill,50.0,50.0,50.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Chile,Historical,EV stock,Cars,BEV,Vehicles,1700.0,2100.0,2594.1176470588234,0.23529411764705882,100.0,False,0.23529411764705882,forward_fill,23.53,23.53,23.53,False,Established market (≥100.0 Vehicles) - historical growth applied
Chile,Historical,EV sales,Cars,PHEV,Vehicles,620.0,510.0,419.51612903225805,-0.1774193548387097,100.0,False,-0.1774193548387097,forward_fill,-17.74,-17.74,-17.74,False,Established market (≥100.0 Vehicles) - historical growth applied
Chile,Historical,EV stock,Cars,FCEV,Vehicles,2.0,2.0,2.0,0.0,100.0,True,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Chile,Historical,EV sales,Cars,BEV,Vehicles,880.0,410.0,287.0,-0.3,100.0,False,-0.5340909090909091,forward_fill,-53.41,-30.0,-53.41,True,Small base (<100.0 Vehicles) - capped at 150% (was -53.4%)
China,Historical,EV stock share,Trucks,EV,percent,0.889999985694885,1.0,1.1235955236777113,0.1235955236777114,1.0,False,0.1235955236777114,forward_fill,12.36,12.36,12.36,False,Established market (≥1.0 percent) - historical growth applied
China,Historical,EV stock share,Cars,EV,percent,5.09999990463257,7.59999990463257,11.325490123627052,0.4901960875977924,1.0,False,0.4901960875977924,forward_fill,49.02,49.02,49.02,False,Established market (≥1.0 percent) - historical growth applied
China,Historical,EV sales share,Trucks,EV,percent,3.09999990463257,2.79999995231628,2.529032249728541,-0.09677418114367577,1.0,False,-0.09677418114367577,forward_fill,-9.68,-9.68,-9.68,False,Established market (≥1.0 percent) - historical growth applied
China,Historical,EV sales share,Cars,EV,percent,29.0,38.0,49.79310344827586,0.3103448275862069,1.0,False,0.3103448275862069,forward_fill,31.03,31.03,31.03,False,Established market (≥1.0 percent) - historical growth applied
China,Historical,EV stock share,Vans,EV,percent,2.59999990463257,3.59999990463257,4.984615303355563,0.3846153987229931,1.0,False,0.3846153987229931,forward_fill,38.46,38.46,38.46,False,Established market (≥1.0 percent) - historical growth applied
China,Historical,EV sales share,Vans,EV,percent,11.0,12.0,13.09090909090909,0.09090909090909091,1.0,False,0.09090909090909091,forward_fill,9.09,9.09,9.09,False,Established market (≥1.0 percent) - historical growth applied
China,Historical,EV stock share,Buses,EV,percent,22.0,25.0,28.409090909090907,0.13636363636363635,1.0,False,0.13636363636363635,forward_fill,13.64,13.64,13.64,False,Established market (≥1.0 percent) - historical growth applied
China,Historical,EV sales share,Buses,EV,percent,66.0,50.0,37.878787878787875,-0.24242424242424243,1.0,False,-0.24242424242424243,forward_fill,-24.24,-24.24,-24.24,False,Established market (≥1.0 percent) - historical growth applied
China,Historical,EV stock,Trucks,BEV,Vehicles,260000.0,300000.0,346153.8461538461,0.15384615384615385,100.0,False,0.15384615384615385,forward_fill,15.38,15.38,15.38,False,Established market (≥100.0 Vehicles) - historical growth applied
China,Historical,EV sales,Cars,FCEV,Vehicles,240.0,520.0,1126.6666666666667,1.1666666666666667,100.0,False,1.1666666666666667,forward_fill,116.67,116.67,116.67,False,Established market (≥100.0 Vehicles) - historical growth applied
China,Historical,EV stock,Cars,FCEV,Vehicles,240.0,760.0,2406.6666666666665,2.1666666666666665,100.0,False,2.1666666666666665,forward_fill,216.67,216.67,216.67,False,Established market (≥100.0 Vehicles) - historical growth applied
China,Historical,EV stock,Trucks,FCEV,Vehicles,7000.0,10000.0,14285.714285714286,0.42857142857142855,100.0,False,0.42857142857142855,forward_fill,42.86,42.86,42.86,False,Established market (≥100.0 Vehicles) - historical growth applied
China,Historical,EV sales,Trucks,PHEV,Vehicles,260.0,320.0,393.84615384615387,0.23076923076923078,100.0,False,0.23076923076923078,forward_fill,23.08,23.08,23.08,False,Established market (≥100.0 Vehicles) - historical growth applied
China,Historical,EV stock,Trucks,PHEV,Vehicles,840.0,1200.0,1714.2857142857142,0.42857142857142855,100.0,False,0.42857142857142855,forward_fill,42.86,42.86,42.86,False,Established market (≥100.0 Vehicles) - historical growth applied
China,Historical,EV sales,Trucks,FCEV,Vehicles,2700.0,3400.0,4281.481481481482,0.25925925925925924,100.0,False,0.25925925925925924,forward_fill,25.93,25.93,25.93,False,Established market (≥100.0 Vehicles) - historical growth applied
China,Historical,EV stock,Cars,PHEV,Vehicles,3100000.0,5800000.0,10851612.903225807,0.8709677419354839,100.0,False,0.8709677419354839,forward_fill,87.1,87.1,87.1,False,Established market (≥100.0 Vehicles) - historical growth applied
China,Historical,EV sales,Trucks,BEV,Vehicles,34000.0,38000.0,42470.58823529412,0.11764705882352941,100.0,False,0.11764705882352941,forward_fill,11.76,11.76,11.76,False,Established market (≥100.0 Vehicles) - historical growth applied
China,Historical,EV sales,Cars,PHEV,Vehicles,1500000.0,2700000.0,4860000.0,0.8,100.0,False,0.8,forward_fill,80.0,80.0,80.0,False,Established market (≥100.0 Vehicles) - historical growth applied
China,Historical,EV stock,Cars,BEV,Vehicles,11000000.0,16000000.0,23272727.272727273,0.45454545454545453,100.0,False,0.45454545454545453,forward_fill,45.45,45.45,45.45,False,Established market (≥100.0 Vehicles) - historical growth applied
